University,Year,Rank
University of Basel,2019 #=160,#=160
University of Basel,2020 #151,#151
University of Basel,2021 #149,#149
University of Basel,2022 #=138,#=138
University of Basel,2023 #136,#136
University of Basel,2024 #=124,#=124
Adolfo Ibáñez Business School,2020 #6,#6
Voronezh State University of Engineering Technologies,2019 #251-300,#251-300
Voronezh State University of Engineering Technologies,2020 #301-350,#301-350
Voronezh State University of Engineering Technologies,2021 #351-400,#351-400
Voronezh State University of Engineering Technologies,2022 #401-450,#401-450
Shandong University,2012 #601+,#601+
Shandong University,2014 #651-700,#651-700
Shandong University,2015 #551-600,#551-600
Shandong University,2016 #551-600,#551-600
Shandong University,2017 #501-550,#501-550
Shandong University,2018 #551-600,#551-600
Shandong University,2019 #541-550,#541-550
Shandong University,2020 #468,#468
Shandong University,2021 #485,#485
Shandong University,2022 #=403,#=403
Shandong University,2023 #=396,#=396
Shandong University,2024 #=360,#=360
Novosibirsk State University,2012 #371,#371
Novosibirsk State University,2014 #352,#352
Novosibirsk State University,2015 #=328,#=328
Novosibirsk State University,2016 #317,#317
Novosibirsk State University,2017 #=291,#=291
Novosibirsk State University,2018 #=250,#=250
Novosibirsk State University,2019 #=244,#=244
Novosibirsk State University,2020 #231,#231
Novosibirsk State University,2021 #228,#228
Novosibirsk State University,2022 #=246,#=246
Novosibirsk State University,2023 #=260,#=260
Novosibirsk State University,2024 #=421,#=421
"University of Maryland, College Park",2012 #117,#117
"University of Maryland, College Park",2014 #=116,#=116
"University of Maryland, College Park",2015 #122,#122
"University of Maryland, College Park",2016 #=126,#=126
"University of Maryland, College Park",2017 #=131,#=131
"University of Maryland, College Park",2018 #129,#129
"University of Maryland, College Park",2019 #=126,#=126
"University of Maryland, College Park",2020 #136,#136
"University of Maryland, College Park",2021 #152,#152
"University of Maryland, College Park",2022 #158,#158
"University of Maryland, College Park",2023 #=164,#=164
"University of Maryland, College Park",2024 #=169,#=169
Zagazig University,2022 #1201+,#1201+
Zagazig University,2023 #1201-1400,#1201-1400
Zagazig University,2024 #1201-1400,#1201-1400
Petra Christian University,2024 #1401+,#1401+
Pontifícia Universidade Católica de Campinas,2023 #1201-1400,#1201-1400
Pontifícia Universidade Católica de Campinas,2024 #1401+,#1401+
Chernihiv Polytechnic National University,2024 #=103,#=103
Vrije Universiteit Brussel (VUB),2012 #189,#189
Vrije Universiteit Brussel (VUB),2014 #=172,#=172
Vrije Universiteit Brussel (VUB),2015 #181,#181
Vrije Universiteit Brussel (VUB),2016 #194,#194
Vrije Universiteit Brussel (VUB),2017 #182,#182
Vrije Universiteit Brussel (VUB),2018 #=182,#=182
Vrije Universiteit Brussel (VUB),2019 #188,#188
Vrije Universiteit Brussel (VUB),2020 #195,#195
Vrije Universiteit Brussel (VUB),2021 #200,#200
Vrije Universiteit Brussel (VUB),2022 #221,#221
Vrije Universiteit Brussel (VUB),2023 #251,#251
Vrije Universiteit Brussel (VUB),2024 #259,#259
University of Pannonia,2023 #1001-1200,#1001-1200
University of Pannonia,2024 #1201-1400,#1201-1400
University of Ottawa - Telfer School of Management,2019 #101+,#101+
University of Ottawa - Telfer School of Management,2020 #101+,#101+
University of Ottawa - Telfer School of Management,2021 #101+,#101+
University of Ottawa - Telfer School of Management,2022 #141-150,#141-150
University of Ottawa - Telfer School of Management,2023 #151+,#151+
University of Ottawa - Telfer School of Management,2024 #151+,#151+
Politeknik Negeri Jakarta,2024 #=139,#=139
Universidad del Distrito Federal (UDF),2024 #=81,#=81
Pyatigorsk State University (PSU),2021 #351-400,#351-400
Pyatigorsk State University (PSU),2022 #401-450,#401-450
Sungkyunkwan University (SKKU),2012 #179,#179
Sungkyunkwan University (SKKU),2014 #162,#162
Sungkyunkwan University (SKKU),2015 #140,#140
Sungkyunkwan University (SKKU),2016 #118,#118
Sungkyunkwan University (SKKU),2017 #=106,#=106
Sungkyunkwan University (SKKU),2018 #108,#108
Sungkyunkwan University (SKKU),2019 #=100,#=100
Sungkyunkwan University (SKKU),2020 #95,#95
Sungkyunkwan University (SKKU),2021 #88,#88
Sungkyunkwan University (SKKU),2022 #97,#97
Sungkyunkwan University (SKKU),2023 #99,#99
Sungkyunkwan University (SKKU),2024 #=145,#=145
Al Nahrain University,2015 #41,#41
Al Nahrain University,2016 #42,#42
Al Nahrain University,2018 #34,#34
Al Nahrain University,2019 #44,#44
Al Nahrain University,2020 #51-60,#51-60
Al Nahrain University,2021 #61-70,#61-70
Al Nahrain University,2022 #61-70,#61-70
Al Nahrain University,2023 #81-90,#81-90
Al Nahrain University,2024 #81-90,#81-90
University of Georgia,2024 #51-60,#51-60
Stanford Graduate School of Business,2023 #=7,#=7
Sharda University,2024 #=219,#=219
Fatima Jinnah Women University,2023 #=145,#=145
Fatima Jinnah Women University,2024 #=189,#=189
University of St.Gallen (HSG),2012 #=393,#=393
University of St.Gallen (HSG),2014 #411-420,#411-420
University of St.Gallen (HSG),2015 #421-430,#421-430
University of St.Gallen (HSG),2016 #=329,#=329
University of St.Gallen (HSG),2017 #=288,#=288
University of St.Gallen (HSG),2018 #372,#372
University of St.Gallen (HSG),2019 #375,#375
University of St.Gallen (HSG),2020 #398,#398
University of St.Gallen (HSG),2021 #428,#428
University of St.Gallen (HSG),2022 #=459,#=459
University of St.Gallen (HSG),2023 #501-510,#501-510
University of St.Gallen (HSG),2024 #=436,#=436
Quaid-i-Azam University,2016 #651-700,#651-700
Quaid-i-Azam University,2017 #701+,#701+
Quaid-i-Azam University,2018 #651-700,#651-700
Quaid-i-Azam University,2019 #551-560,#551-560
Quaid-i-Azam University,2020 #511-520,#511-520
Quaid-i-Azam University,2021 #454,#454
Quaid-i-Azam University,2022 #=378,#=378
Quaid-i-Azam University,2023 #=363,#=363
Quaid-i-Azam University,2024 #=315,#=315
Turan University,2023 #=38,#=38
Turan University,2024 #=43,#=43
Indian Institute of Management (IIM),2019 #451-500,#451-500
Indian Institute of Management (IIM),2019 #401-450,#401-450
Al Iraqia University,2023 #171-200,#171-200
Anton de Kom Universitiet van Suriname,2024 #=233,#=233
Indian Institute of Technology Bhubaneswar,2022 #701-750,#701-750
Indian Institute of Technology Bhubaneswar,2023 #801-1000,#801-1000
Indian Institute of Technology Bhubaneswar,2024 #731-740,#731-740
Vistula University,2024 #=81,#=81
Mindanao State University - Iligan Institute of Technology ,2023 #=93,#=93
Mindanao State University - Iligan Institute of Technology ,2024 #=117,#=117
Chungnam National University,2012 #551- 600,#551- 600
Chungnam National University,2014 #651-700,#651-700
Chungnam National University,2015 #651-700,#651-700
Chungnam National University,2016 #651-700,#651-700
Chungnam National University,2017 #701+,#701+
Chungnam National University,2018 #801-1000,#801-1000
Chungnam National University,2019 #701-750,#701-750
Chungnam National University,2020 #701-750,#701-750
Chungnam National University,2021 #751-800,#751-800
Chungnam National University,2022 #751-800,#751-800
Chungnam National University,2023 #751-800,#751-800
Chungnam National University,2024 #851-900,#851-900
Korea University,2012 #137,#137
Korea University,2014 #=145,#=145
Korea University,2015 #=116,#=116
Korea University,2016 #104,#104
Korea University,2017 #=98,#=98
Korea University,2018 #=90,#=90
Korea University,2019 #86,#86
Korea University,2020 #83,#83
Korea University,2021 #69,#69
Korea University,2022 #74,#74
Korea University,2023 #74,#74
Korea University,2024 #79,#79
Istanbul Şehir University,2024 #=45,#=45
University of Maine,2021 #301-350,#301-350
University of Maine,2022 #251-300,#251-300
University of Maine,2023 #201-250,#201-250
Universidad Federico Henríquez y Carvajal (UFHEC),2024 #=19,#=19
Rajshahi University of Engineering and Technology,2024 #=143,#=143
Zhengzhou University,2023 #801-1000,#801-1000
Zhengzhou University,2024 #621-630,#621-630
Universidad Autónoma de Aguascalientes (UAA),2023 #1001-1200,#1001-1200
Universidad Autónoma de Aguascalientes (UAA),2024 #1201-1400,#1201-1400
University of Pardubice,2021 #801-1000,#801-1000
University of Pardubice,2022 #1001-1200,#1001-1200
University of Pardubice,2023 #1001-1200,#1001-1200
University of Pardubice,2024 #1001-1200,#1001-1200
National Cheng Kung University (NCKU),2012 #=271,#=271
National Cheng Kung University (NCKU),2014 #247,#247
National Cheng Kung University (NCKU),2015 #232,#232
National Cheng Kung University (NCKU),2016 #224,#224
National Cheng Kung University (NCKU),2017 #=241,#=241
National Cheng Kung University (NCKU),2018 #222,#222
National Cheng Kung University (NCKU),2019 #234,#234
National Cheng Kung University (NCKU),2020 #225,#225
National Cheng Kung University (NCKU),2021 #234,#234
National Cheng Kung University (NCKU),2022 #=252,#=252
National Cheng Kung University (NCKU),2023 #=224,#=224
National Cheng Kung University (NCKU),2024 #228,#228
Urmia University,2024 #=143,#=143
University of Twente,2012 #224,#224
University of Twente,2014 #228,#228
University of Twente,2015 #=212,#=212
University of Twente,2016 #=188,#=188
University of Twente,2017 #=177,#=177
University of Twente,2018 #=179,#=179
University of Twente,2019 #=172,#=172
University of Twente,2020 #186,#186
University of Twente,2021 #197,#197
University of Twente,2022 #=189,#=189
University of Twente,2023 #=212,#=212
University of Twente,2024 #210,#210
Kyungwon University ,2013 #251-300,#251-300
Inönü Üniversitesi,2024 #=58,#=58
W. P. Carey School of Business,2021 #19,#19
W. P. Carey School of Business,2022 #23,#23
W. P. Carey School of Business,2023 #23,#23
W. P. Carey School of Business,2024 #25,#25
University of Bern,2012 #149,#149
University of Bern,2014 #154,#154
University of Bern,2015 #145,#145
University of Bern,2016 #=166,#=166
University of Bern,2017 #181,#181
University of Bern,2018 #167,#167
University of Bern,2019 #139,#139
University of Bern,2020 #123,#123
University of Bern,2021 #=114,#=114
University of Bern,2022 #119,#119
University of Bern,2023 #120,#120
University of Bern,2024 #=126,#=126
Institute of Space Technology,2023 #=110,#=110
Institute of Space Technology,2024 #=189,#=189
Udayana University,2024 #1401+,#1401+
Taif University,2024 #921-940,#921-940
Universidad Nacional de Río Cuarto - UNRC,2022 #1001-1200,#1001-1200
Universidad Nacional de Río Cuarto - UNRC,2023 #1001-1200,#1001-1200
Universidad Nacional de Río Cuarto - UNRC,2024 #1201-1400,#1201-1400
Technische Universität Bergakademie Freiberg,2024 #1401+,#1401+
Universidade do Vale do Rio Dos Sinos - UNISINOS,2024 #97,#97
China University of Geosciences,2021 #571-580,#571-580
China University of Geosciences,2022 #521-530,#521-530
China University of Geosciences,2023 #651-700,#651-700
China University of Geosciences,2024 #801-850,#801-850
University of Southeastern Philippines,2013 #251-300,#251-300
Malaysia University of Science and Technology (MUST),2023 #=78,#=78
Malaysia University of Science and Technology (MUST),2024 #=88,#=88
Dr B R Ambedkar National Institute of Technology Jalandhar,2024 #=204,#=204
The University of Sheffield,2012 #66,#66
The University of Sheffield,2014 #=71,#=71
The University of Sheffield,2015 #69,#69
The University of Sheffield,2016 #80,#80
The University of Sheffield,2017 #84,#84
The University of Sheffield,2018 #=82,#=82
The University of Sheffield,2019 #=75,#=75
The University of Sheffield,2020 #78,#78
The University of Sheffield,2021 #93,#93
The University of Sheffield,2022 #95,#95
The University of Sheffield,2023 #=96,#=96
The University of Sheffield,2024 #104,#104
University of Jaffna,2023 #=110,#=110
University of Jaffna,2024 #=143,#=143
"Royal Academy of Music, Aarhus",2016 #51-100,#51-100
"Royal Academy of Music, Aarhus",2017 #51-100,#51-100
"Royal Academy of Music, Aarhus",2018 #=37,#=37
"Royal Academy of Music, Aarhus",2019 #51-100,#51-100
"Royal Academy of Music, Aarhus",2020 #51-100,#51-100
"Royal Academy of Music, Aarhus",2021 #51-100,#51-100
"Royal Academy of Music, Aarhus",2022 #51-100,#51-100
"Royal Academy of Music, Aarhus",2023 #51-100,#51-100
"International Islamic University, Islamabad (IIU)",2023 #1201-1400,#1201-1400
"International Islamic University, Islamabad (IIU)",2024 #1201-1400,#1201-1400
Universidade Federal do ABC,2024 #1201+,#1201+
Universidad Autónoma de Ciudad Juà¡rez (UACJ),2024 #=51,#=51
Vilnius University,2019 #51+,#51+
Vilnius University,2020 #51+,#51+
Vilnius University,2021 #51+,#51+
Vilnius University,2022 #91-100,#91-100
Vilnius University,2023 #101+,#101+
Vilnius University,2024 #101+,#101+
University of Notre Dame,2012 #235,#235
University of Notre Dame,2014 #224,#224
University of Notre Dame,2015 #237,#237
University of Notre Dame,2016 #=195,#=195
University of Notre Dame,2017 #=203,#=203
University of Notre Dame,2018 #216,#216
University of Notre Dame,2019 #=212,#=212
University of Notre Dame,2020 #210,#210
University of Notre Dame,2021 #211,#211
University of Notre Dame,2022 #222,#222
University of Notre Dame,2023 #=243,#=243
University of Notre Dame,2024 #=304,#=304
Trinity College of Music,2020 #51-100,#51-100
De La Salle University,2012 #601+,#601+
De La Salle University,2014 #601-650,#601-650
De La Salle University,2015 #651-700,#651-700
De La Salle University,2016 #701+,#701+
De La Salle University,2017 #701+,#701+
De La Salle University,2018 #701-750,#701-750
De La Salle University,2019 #801-1000,#801-1000
De La Salle University,2020 #801-1000,#801-1000
De La Salle University,2021 #801-1000,#801-1000
De La Salle University,2022 #801-1000,#801-1000
De La Salle University,2023 #801-1000,#801-1000
De La Salle University,2024 #681-690,#681-690
University of Illinois at Chicago (UIC),2012 #180,#180
University of Illinois at Chicago (UIC),2014 #192,#192
University of Illinois at Chicago (UIC),2015 #186,#186
University of Illinois at Chicago (UIC),2016 #185,#185
University of Illinois at Chicago (UIC),2017 #=187,#=187
University of Illinois at Chicago (UIC),2018 #=207,#=207
University of Illinois at Chicago (UIC),2019 #=214,#=214
University of Illinois at Chicago (UIC),2020 #231,#231
University of Illinois at Chicago (UIC),2021 #256,#256
University of Illinois at Chicago (UIC),2022 #=285,#=285
University of Illinois at Chicago (UIC),2023 #=317,#=317
University of Illinois at Chicago (UIC),2024 #=323,#=323
Novosibirsk State Technical University,2017 #701+,#701+
Novosibirsk State Technical University,2018 #801-1000,#801-1000
Novosibirsk State Technical University,2019 #801-1000,#801-1000
Novosibirsk State Technical University,2020 #801-1000,#801-1000
Novosibirsk State Technical University,2021 #801-1000,#801-1000
Novosibirsk State Technical University,2022 #801-1000,#801-1000
Novosibirsk State Technical University,2023 #801-1000,#801-1000
Novosibirsk State Technical University,2024 #1001-1200,#1001-1200
"Vignan's Foundation for Science,Technology & Research",2024 #=258,#=258
Sichuan University,2016 #491-500,#491-500
Sichuan University,2017 #551-600,#551-600
Sichuan University,2018 #551-600,#551-600
Sichuan University,2019 #601-650,#601-650
Sichuan University,2020 #601-650,#601-650
Sichuan University,2021 #531-540,#531-540
Sichuan University,2022 #=451,#=451
Sichuan University,2023 #=406,#=406
Sichuan University,2024 #=355,#=355
Universita' degli Studi di Ferrara,2017 #701+,#701+
Universita' degli Studi di Ferrara,2018 #751-800,#751-800
Universita' degli Studi di Ferrara,2019 #701-750,#701-750
Universita' degli Studi di Ferrara,2020 #801-1000,#801-1000
Universita' degli Studi di Ferrara,2021 #801-1000,#801-1000
Universita' degli Studi di Ferrara,2022 #801-1000,#801-1000
Universita' degli Studi di Ferrara,2023 #801-1000,#801-1000
Universita' degli Studi di Ferrara,2024 #851-900,#851-900
